price,levy,manufacturer,model,category,leather_interior,fuel_type,engine_volume,mileage,cylinders,gear_box_type,drive_wheels,doors,wheel,color,airbags,engine_turbo,age
7213.0,0.0,HONDA,Odyssey,Minivan,Yes,Petrol,2.4,197000.0,4.0,Tiptronic,Front,4-5,Right-hand drive,Black,6.0,0,19
27911.0,0.0,CHEVROLET,Volt,Hatchback,No,Plug-in Hybrid,1.4,65000.0,4.0,Automatic,Front,4-5,Left wheel,White,12.0,0,8
23521.0,1325.0,TOYOTA,Camry,Sedan,No,Petrol,2.5,22400.0,6.0,Tiptronic,Front,4-5,Left wheel,Brown,10.0,0,4
2979.0,645.0,TOYOTA,Prius,Hatchback,Yes,Hybrid,1.8,200200.0,4.0,Automatic,Front,4-5,Left wheel,Silver,12.0,0,12
3607.0,781.0,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,156518.0,4.0,Automatic,Front,4-5,Left wheel,White,12.0,0,11
4391.0,1077.0,CADILLAC,CTS,Sedan,Yes,Petrol,2.0,21659.0,4.0,Automatic,4x4,4-5,Left wheel,Black,12.0,0,4
941.0,1935.0,TOYOTA,Tundra,Jeep,Yes,Petrol,3.55,254805.0,8.0,Automatic,4x4,4-5,Left wheel,White,12.0,0,7
12425.0,765.0,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,362717.5,4.0,Automatic,Front,4-5,Left wheel,Orange,4.0,0,8
47356.0,765.0,MERCEDES-BENZ,C 300,Sedan,Yes,Petrol,2.0,45000.0,6.0,Automatic,Rear,4-5,Left wheel,Grey,6.0,0,8
21012.0,1091.0,TOYOTA,Camry,Sedan,Yes,Petrol,2.5,72678.0,4.0,Tiptronic,Front,4-5,Left wheel,Grey,6.0,0,7
47356.0,1079.0,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.0,61640.0,4.0,Automatic,Front,4-5,Left wheel,Blue,4.0,0,5
17876.0,0.0,TOYOTA,Camry,Sedan,Yes,Hybrid,2.4,300000.0,4.0,Manual,Front,4-5,Left wheel,Beige,0.0,0,14
38260.0,1051.0,HYUNDAI,Santa FE,Jeep,No,Petrol,2.4,113771.0,4.0,Automatic,4x4,4-5,Left wheel,Orange,7.0,0,7
10349.0,0.0,TOYOTA,Vitz,Hatchback,No,Petrol,1.0,95000.0,3.0,Variator,Front,4-5,Right-hand drive,Green,2.0,0,13
392.0,640.0,FORD,Escape,Jeep,Yes,Petrol,2.0,69813.0,4.0,Automatic,Front,4-5,Left wheel,Green,12.0,0,10
47356.0,891.0,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.0,121098.0,4.0,Automatic,Front,4-5,Left wheel,White,4.0,0,7
12544.0,0.0,MITSUBISHI,Lancer,Sedan,No,Petrol,2.0,249600.0,4.0,Tiptronic,Front,4-5,Left wheel,Grey,6.0,0,16
10036.0,0.0,MERCEDES-BENZ,E 220,Sedan,No,Petrol,2.4,19000.0,6.0,Tiptronic,Rear,4-5,Left wheel,Blue,4.0,0,23
23204.0,0.0,MERCEDES-BENZ,Sprinter,Microbus,No,Diesel,2.2,296000.0,4.0,Manual,Rear,4-5,Left wheel,Black,2.0,1,16
21796.0,764.0,CHEVROLET,Orlando,Jeep,Yes,Petrol,2.0,28633.0,4.0,Automatic,Front,4-5,Left wheel,Black,4.0,0,8
20209.0,531.0,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,108900.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4.0,0,11
7056.0,1249.0,TOYOTA,RAV 4,Jeep,Yes,Petrol,2.5,47301.0,4.0,Automatic,Front,4-5,Left wheel,Red,12.0,0,6
862.0,2287.5,LEXUS,GX 470,Jeep,Yes,Petrol,3.55,263190.0,8.0,Automatic,4x4,4-5,Left wheel,White,0.0,0,15
12544.0,765.0,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,362717.5,4.0,Automatic,Front,4-5,Left wheel,Orange,4.0,0,8
5488.0,394.0,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,109798.0,4.0,Automatic,Front,4-5,Left wheel,White,12.0,0,9
470.0,924.0,HONDA,Hr-v,Jeep,Yes,Petrol,1.8,0.0,4.0,Automatic,4x4,4-5,Left wheel,Blue,12.0,0,6
15681.0,1347.0,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,92605.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4.0,0,15
17054.0,707.0,HYUNDAI,Tucson,Jeep,Yes,Diesel,2.0,171340.0,4.0,Automatic,Front,4-5,Left wheel,Grey,4.0,0,12
392.0,697.0,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.8,154045.0,4.0,Automatic,Front,4-5,Left wheel,White,12.0,0,8
10349.0,702.0,KIA,RIO,Sedan,No,Petrol,1.4,147600.0,4.0,Manual,Front,4-5,Left wheel,Silver,4.0,0,14
40224.0,770.0,HYUNDAI,Tucson,Jeep,Yes,Diesel,1.7,62232.0,4.0,Automatic,Front,4-5,Left wheel,Black,4.0,0,7
23000.0,308.0,TOYOTA,Prius,Hatchback,No,Hybrid,1.8,90000.0,4.0,Automatic,Front,4-5,Left wheel,White,12.0,0,9
27911.0,0.0,TOYOTA,RAV 4,Jeep,Yes,Diesel,2.2,210000.0,4.0,Manual,4x4,4-5,Left wheel,Silver,8.0,1,15
16308.0,0.0,TOYOTA,Prius,Hatchback,No,Hybrid,1.8,140000.0,4.0,Automatic,Front,4-5,Left wheel,Grey,2.0,0,14
6115.0,0.0,NISSAN,Skyline,Sedan,No,CNG,2.5,165000.0,6.0,Tiptronic,Rear,4-5,Right-hand drive,Silver,2.0,0,22
7527.0,0.0,MITSUBISHI,Airtrek,Jeep,Yes,CNG,2.0,111111.0,4.0,Tiptronic,Front,4-5,Left wheel,Silver,4.0,0,22
10349.0,658.0,HONDA,Insight,Hatchback,No,Hybrid,1.3,278400.0,4.0,Variator,Front,4-5,Left wheel,Black,6.0,0,14
20385.0,585.0,TOYOTA,Prius,Sedan,No,Hybrid,1.8,98000.0,4.0,Variator,Front,4-5,Left wheel,Grey,12.0,0,10
3136.0,0.0,NISSAN,Skyline,Sedan,Yes,Petrol,3.0,500.0,6.0,Tiptronic,Rear,4-5,Right-hand drive,Black,6.0,0,20
26030.0,781.0,TOYOTA,Camry LE,Sedan,No,Hybrid,2.5,78400.0,4.0,Automatic,Front,4-5,Left wheel,Grey,12.0,0,11
4200.0,0.0,BMW,525,Sedan,Yes,Petrol,2.5,11111.0,4.0,Automatic,Rear,4-5,Left wheel,Silver,6.0,0,21
25716.0,1935.0,LEXUS,LS 460,Sedan,Yes,Petrol,3.55,45845.0,8.0,Automatic,Rear,4-5,Left wheel,Brown,12.0,0,7
9252.0,919.0,MERCEDES-BENZ,E 350,Sedan,Yes,Diesel,3.0,171221.0,6.0,Automatic,Rear,4-5,Left wheel,Black,12.0,0,11
42717.0,1017.0,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.0,113697.0,4.0,Automatic,Front,4-5,Left wheel,Grey,4.0,0,6
31797.0,639.0,HYUNDAI,Genesis,Coupe,Yes,Petrol,2.0,148915.0,4.0,Automatic,Front,4-5,Left wheel,Grey,4.0,0,9
10036.0,639.0,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,362717.5,4.0,Automatic,Front,4-5,Left wheel,Silver,4.0,0,9
7188.0,1282.0,CHEVROLET,Captiva,Jeep,Yes,Diesel,2.0,67558.0,4.0,Automatic,Front,4-5,Left wheel,Black,4.0,0,16
8800.0,0.0,TOYOTA,Ist,Hatchback,No,Petrol,1.3,131000.0,4.0,Automatic,Front,4-5,Right-hand drive,Silver,2.0,0,21
14426.0,586.0,HYUNDAI,Elantra,Sedan,No,Petrol,1.8,113600.0,4.0,Automatic,Front,4-5,Left wheel,White,6.0,0,11
4077.0,0.0,BMW,520,Sedan,No,Petrol,2.0,362717.5,6.0,Manual,Rear,4-5,Left wheel,Black,2.0,0,28
17346.0,753.0,CHEVROLET,Malibu,Sedan,Yes,Petrol,2.4,130000.0,4.0,Automatic,Front,4-5,Left wheel,Grey,4.0,0,11
314.0,834.0,TOYOTA,Tacoma,Jeep,Yes,Petrol,2.7,158870.0,4.0,Automatic,Rear,4-5,Left wheel,White,12.0,0,10
31988.0,0.0,BMW,530,Sedan,Yes,Petrol,3.0,81000.0,4.0,Tiptronic,Rear,4-5,Left wheel,Silver,12.0,0,12
12500.0,1974.0,HONDA,FIT,Hatchback,No,Petrol,1.3,6000.0,4.0,Automatic,Front,4-5,Right-hand drive,Black,2.0,0,4
47356.0,0.0,TOYOTA,Fortuner,Jeep,No,Petrol,2.7,20000.0,4.0,Tiptronic,4x4,4-5,Left wheel,White,8.0,0,6
47356.0,1604.0,MERCEDES-BENZ,S 550,Sedan,Yes,Petrol,3.55,42500.0,8.0,Tiptronic,Front,4-5,Left wheel,Silver,12.0,0,9
4861.0,0.0,OPEL,Astra g,Goods wagon,No,Petrol,1.6,280000.0,4.0,Manual,Front,>5,Left wheel,Silver,2.0,0,23
784.0,1024.0,FORD,Fusion,Sedan,Yes,Petrol,2.5,178330.0,4.0,Automatic,Front,4-5,Left wheel,Black,12.0,0,13
5175.0,585.0,TOYOTA,Prius,Hatchback,Yes,Hybrid,1.8,362717.5,4.0,Automatic,Front,4-5,Left wheel,Silver,12.0,0,10
941.0,1646.0,LEXUS,GX 460,Jeep,Yes,Petrol,3.55,188078.0,8.0,Automatic,4x4,4-5,Left wheel,Black,0.0,0,8
47356.0,917.0,LAND ROVER,Discovery,Jeep,Yes,Diesel,3.0,135000.0,6.0,Tiptronic,4x4,4-5,Left wheel,Blue,12.0,1,10
31361.0,0.0,LEXUS,CT 200h F SPORT,Hatchback,Yes,Hybrid,1.8,157000.0,4.0,Tiptronic,Front,4-5,Left wheel,Black,10.0,0,11
6272.0,0.0,MERCEDES-BENZ,200,Sedan,No,CNG,2.0,233000.0,4.0,Manual,Rear,4-5,Left wheel,Green,6.0,0,27
25456.0,595.0,TOYOTA,Aqua,Hatchback,Yes,Petrol,1.5,45650.0,4.0,Automatic,Front,4-5,Left wheel,Grey,4.0,0,8
10349.0,0.0,SUZUKI,Grand Vitara,Jeep,No,Petrol,2.5,182000.0,6.0,Automatic,4x4,4-5,Left wheel,Black,2.0,0,23
6899.0,0.0,HONDA,Civic,Hatchback,No,Petrol,1.5,157000.0,4.0,Variator,Front,4-5,Right-hand drive,Carnelian red,4.0,0,21
36065.0,0.0,CHEVROLET,Camaro,Jeep,Yes,Petrol,3.55,84800.0,6.0,Tiptronic,Rear,2-3,Left wheel,Red,8.0,0,12
15847.0,1024.0,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,58788.0,4.0,Automatic,Front,4-5,Left wheel,Black,4.0,0,13
24709.0,836.0,HYUNDAI,Tucson,Jeep,Yes,Diesel,2.0,107374.0,4.0,Automatic,Front,4-5,Left wheel,Grey,4.0,0,13
24267.0,642.0,HYUNDAI,Tucson,Jeep,Yes,Diesel,2.0,132976.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4.0,0,11
3607.0,629.0,NISSAN,Juke,Jeep,Yes,Petrol,1.6,103358.0,4.0,Automatic,4x4,4-5,Left wheel,Blue,0.0,0,8
4704.0,915.0,AUDI,A7,Hatchback,Yes,Petrol,3.0,362717.5,6.0,Automatic,4x4,4-5,Left wheel,Grey,0.0,0,9
7370.0,0.0,FORD,Maverick,Jeep,No,CNG,2.4,239000.0,4.0,Manual,4x4,4-5,Left wheel,Carnelian red,2.0,0,28
16621.0,1172.0,MERCEDES-BENZ,E 350,Sedan,Yes,Diesel,3.5,119379.0,6.0,Automatic,4x4,4-5,Left wheel,Silver,12.0,0,12
32929.0,1249.0,TOYOTA,Camry,Sedan,Yes,Petrol,2.5,32000.0,4.0,Tiptronic,Front,4-5,Left wheel,Black,10.0,0,6
20005.0,707.0,HYUNDAI,Tucson,Jeep,Yes,Diesel,2.0,193926.0,4.0,Automatic,Front,4-5,Left wheel,Black,4.0,0,12
15053.0,503.0,TOYOTA,Prius C,Sedan,Yes,Hybrid,1.5,128000.0,4.0,Automatic,Front,4-5,Left wheel,Red,8.0,0,11
10976.0,0.0,MERCEDES-BENZ,C 180,Sedan,No,Petrol,1.8,214500.0,4.0,Manual,Rear,4-5,Left wheel,Black,4.0,0,24
7213.0,0.0,RENAULT,Laguna,Hatchback,Yes,Diesel,1.9,70000.0,4.0,Manual,Front,4-5,Left wheel,Silver,4.0,1,20
47356.0,1327.0,HYUNDAI,H1,Universal,Yes,LPG,2.5,20930.0,4.0,Automatic,Front,4-5,Left wheel,Yellow,4.0,0,5
16308.0,777.0,TOYOTA,Camry,Sedan,Yes,Petrol,2.5,118582.0,4.0,Tiptronic,Front,4-5,Left wheel,White,12.0,0,9
7840.0,0.0,HONDA,FIT,Hatchback,No,Petrol,1.3,175000.0,4.0,Variator,Front,4-5,Right-hand drive,Silver,0.0,0,19
47356.0,0.0,AUDI,Allroad,Universal,Yes,Diesel,3.0,92000.0,6.0,Tiptronic,4x4,4-5,Left wheel,Grey,8.0,1,8
392.0,779.0,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,124184.0,4.0,Automatic,Front,4-5,Left wheel,Silver,12.0,0,10
47356.0,880.0,HYUNDAI,Tucson,Jeep,Yes,Petrol,1.6,14661.0,4.0,Automatic,Front,4-5,Left wheel,Blue,4.0,0,5
41811.0,639.0,SSANGYONG,REXTON,Jeep,Yes,Diesel,2.0,97700.0,4.0,Automatic,Front,4-5,Left wheel,Brown,4.0,0,9
11704.0,1047.0,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,114540.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4.0,0,16
28241.0,528.0,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,80856.0,4.0,Automatic,Front,4-5,Left wheel,Grey,4.0,0,9
470.0,919.0,MERCEDES-BENZ,C 300,Sedan,Yes,Petrol,3.0,116722.0,6.0,Automatic,4x4,4-5,Left wheel,Silver,12.0,0,11
12544.0,0.0,HONDA,FIT,Hatchback,No,Petrol,1.3,0.0,4.0,Variator,Front,4-5,Right-hand drive,Black,4.0,0,13
12388.0,586.0,HYUNDAI,Elantra Limited,Sedan,Yes,Petrol,1.8,87646.0,4.0,Automatic,Front,4-5,Left wheel,Silver,8.0,0,11
470.0,1249.0,TOYOTA,Camry,Sedan,Yes,Petrol,2.5,96093.0,4.0,Automatic,Front,4-5,Left wheel,Red,12.0,0,6
3700.0,0.0,VOLKSWAGEN,Jetta,Sedan,No,Petrol,2.0,206586.0,6.0,Manual,Front,4-5,Left wheel,Green,2.0,0,23
26475.0,707.0,HYUNDAI,Tucson,Jeep,Yes,Diesel,2.0,151186.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4.0,0,12
19309.0,911.0,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.2,185987.0,4.0,Automatic,Front,4-5,Left wheel,White,4.0,0,13
6899.0,0.0,BMW,225,Sedan,Yes,Petrol,2.5,199866.0,6.0,Manual,Rear,4-5,Left wheel,Black,8.0,0,23
20237.0,753.0,CHEVROLET,Malibu,Sedan,Yes,Petrol,2.4,146367.0,4.0,Automatic,Front,4-5,Left wheel,Grey,4.0,0,11
8634.0,640.0,KIA,Optima,Sedan,Yes,Petrol,2.0,47232.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4.0,0,10
24462.0,1017.0,HYUNDAI,Elantra,Sedan,No,Petrol,2.0,60000.0,4.0,Tiptronic,Front,4-5,Left wheel,White,8.0,0,6
941.0,584.0,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.8,101526.0,4.0,Automatic,Front,4-5,Left wheel,Silver,12.0,0,9
13946.0,501.0,HONDA,FIT,Hatchback,Yes,Petrol,1.5,138000.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4.0,0,9
5018.0,645.0,TOYOTA,Prius,Jeep,Yes,Hybrid,1.8,362717.5,4.0,Automatic,Front,4-5,Left wheel,Grey,12.0,0,12
10976.0,0.0,FORD,S-max,Universal,Yes,Diesel,2.0,216000.0,4.0,Manual,Front,4-5,Left wheel,Blue,8.0,1,16
9408.0,0.0,BMW,525 i,Sedan,Yes,Petrol,2.5,190000.0,6.0,Tiptronic,Rear,4-5,Left wheel,Grey,6.0,0,20
14740.0,0.0,MERCEDES-BENZ,E 500,Sedan,Yes,Petrol,3.55,0.0,8.0,Tiptronic,Rear,4-5,Left wheel,Black,12.0,0,20
37633.0,0.0,TOYOTA,Camry SE,Sedan,Yes,Petrol,2.5,15000.0,4.0,Tiptronic,Front,4-5,Left wheel,Silver,12.0,0,7
3920.0,779.0,FORD,Fusion,Sedan,Yes,Petrol,2.5,90672.0,4.0,Automatic,Front,4-5,Left wheel,White,12.0,0,10
11604.0,475.0,CHEVROLET,Cruze,Sedan,No,Petrol,1.4,165000.0,4.0,Tiptronic,Front,4-5,Left wheel,Silver,10.0,1,11
47356.0,1363.0,LEXUS,GX 460,Jeep,Yes,Petrol,3.55,255406.0,8.0,Automatic,4x4,4-5,Left wheel,Black,0.0,0,11
20005.0,531.0,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,132421.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4.0,0,11
2117.0,640.0,AUDI,A4,Sedan,Yes,Petrol,2.0,174941.0,4.0,Automatic,4x4,4-5,Left wheel,Black,12.0,0,10
5959.0,1781.0,JAGUAR,F-type,Cabriolet,Yes,Petrol,3.55,57381.0,8.0,Automatic,Rear,4-5,Left wheel,Black,12.0,0,8
8154.0,1750.0,LEXUS,RX 400,Jeep,Yes,Hybrid,3.3,224629.0,6.0,Automatic,4x4,4-5,Left wheel,Silver,12.0,0,15
12544.0,645.0,HYUNDAI,Elantra,Sedan,No,Petrol,1.8,152000.0,4.0,Automatic,Front,4-5,Left wheel,Silver,8.0,0,12
18814.0,761.0,TOYOTA,Prius,Hatchback,Yes,Hybrid,1.8,88265.0,4.0,Automatic,Front,4-5,Left wheel,White,10.0,0,13
25716.0,777.0,TOYOTA,Camry,Sedan,No,Petrol,2.5,10400.0,4.0,Automatic,Front,4-5,Left wheel,Grey,8.0,0,9
25089.0,1598.0,MERCEDES-BENZ,GL 320 bluetec,Jeep,Yes,Diesel,3.0,171928.0,6.0,Automatic,4x4,4-5,Left wheel,Golden,12.0,0,15
9565.0,1578.0,BMW,X5,Jeep,Yes,Petrol,3.55,144126.0,8.0,Automatic,4x4,4-5,Left wheel,White,12.0,0,8
20005.0,707.0,SSANGYONG,Korando,Jeep,Yes,Diesel,2.0,199569.0,4.0,Automatic,Front,4-5,Left wheel,Grey,4.0,0,12
862.0,761.0,TOYOTA,Prius,Sedan,Yes,Hybrid,1.8,362717.5,4.0,Automatic,Front,4-5,Left wheel,Silver,12.0,0,13
25089.0,1292.0,AUDI,100,Jeep,Yes,Petrol,3.0,70782.0,6.0,Automatic,4x4,4-5,Left wheel,Black,12.0,0,7
47042.0,0.0,NISSAN,Quest 2016,Minivan,No,Petrol,3.5,38400.0,6.0,Automatic,Front,4-5,Left wheel,Black,6.0,1,7
18503.0,0.0,TOYOTA,Prius C,Hatchback,No,Hybrid,1.5,181000.0,4.0,Automatic,Front,4-5,Left wheel,White,3.0,0,10
5175.0,790.0,CHEVROLET,Cruze,Sedan,Yes,Petrol,1.6,149692.0,4.0,Automatic,Front,4-5,Left wheel,White,4.0,0,14
392.0,738.0,CHEVROLET,Cruze,Sedan,Yes,Petrol,1.4,77434.0,4.0,Automatic,Front,4-5,Left wheel,White,12.0,0,6
8311.0,1282.0,CHEVROLET,Captiva,Jeep,Yes,Diesel,2.0,63558.0,4.0,Automatic,Front,4-5,Left wheel,White,4.0,0,16
47356.0,784.0,HONDA,Civic,Sedan,Yes,Petrol,1.5,20147.0,4.0,Automatic,Front,4-5,Left wheel,Black,4.0,0,6
34811.0,919.0,BMW,X5,Jeep,Yes,Diesel,3.0,70994.0,6.0,Automatic,4x4,4-5,Left wheel,Black,0.0,0,11
12544.0,574.0,HONDA,Insight,Sedan,No,Hybrid,1.3,173000.0,4.0,Automatic,Front,4-5,Left wheel,Black,8.0,0,13
549.0,1018.0,MERCEDES-BENZ,C 300,Sedan,Yes,Petrol,3.0,155058.0,6.0,Automatic,Rear,4-5,Left wheel,White,12.0,0,12
14113.0,0.0,OPEL,Astra H,Goods wagon,No,Diesel,1.9,160000.0,6.0,Tiptronic,Front,4-5,Left wheel,Silver,6.0,1,14
15524.0,919.0,HYUNDAI,Grandeur,Sedan,Yes,Petrol,3.0,137235.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4.0,0,11
22894.0,0.0,KIA,Optima,Sedan,No,Hybrid,2.4,81000.0,4.0,Tiptronic,Front,4-5,Left wheel,Black,8.0,0,9
392.0,761.0,TOYOTA,Prius,Hatchback,Yes,Hybrid,1.8,267165.0,4.0,Automatic,Front,4-5,Left wheel,White,12.0,0,13
627.0,640.0,SUZUKI,SX4,Sedan,Yes,Petrol,2.0,153590.0,4.0,Automatic,Front,4-5,Left wheel,Blue,12.0,0,10
26343.0,1091.0,TOYOTA,Camry,Sedan,Yes,Petrol,2.5,157802.0,4.0,Automatic,Front,4-5,Left wheel,Black,10.0,0,7
43394.0,891.0,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.0,129388.0,4.0,Automatic,Front,4-5,Left wheel,Grey,4.0,0,7
18817.0,609.0,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,35058.0,4.0,Automatic,Front,4-5,Left wheel,White,12.0,0,5
27284.0,779.0,TOYOTA,Avalon LIMITED,Sedan,Yes,Hybrid,2.5,109000.0,4.0,Automatic,Front,4-5,Left wheel,Silver,10.0,0,10
25889.0,528.0,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,102000.0,4.0,Automatic,Front,4-5,Left wheel,White,4.0,0,9
17227.0,730.0,HYUNDAI,Elantra,Sedan,Yes,LPG,1.6,49068.0,4.0,Automatic,Front,4-5,Left wheel,White,4.0,0,7
22580.0,777.0,TOYOTA,Camry LE,Sedan,Yes,Petrol,2.5,133000.0,4.0,Tiptronic,Front,4-5,Left wheel,Black,10.0,0,9
25810.0,642.0,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.0,179421.0,4.0,Automatic,Front,4-5,Left wheel,White,4.0,0,11
18817.0,609.0,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,35058.0,4.0,Automatic,Front,4-5,Left wheel,White,12.0,0,5
549.0,1018.0,BMW,X5,Jeep,Yes,Petrol,3.0,125480.0,6.0,Automatic,4x4,4-5,Left wheel,White,12.0,0,12
3136.0,1249.0,TOYOTA,Camry,Sedan,Yes,Petrol,2.5,127549.0,4.0,Automatic,Front,4-5,Left wheel,Silver,12.0,0,6
300.0,0.0,MERCEDES-BENZ,CLS 55 AMG,Sedan,Yes,Petrol,3.55,123000.0,8.0,Tiptronic,4x4,4-5,Left wheel,White,8.0,0,14
39458.0,831.0,SSANGYONG,Actyon,Jeep,Yes,Diesel,1.6,72924.0,4.0,Automatic,Front,4-5,Left wheel,Blue,4.0,0,6
627.0,761.0,TOYOTA,Prius,Hatchback,Yes,Hybrid,1.8,256966.0,4.0,Automatic,Front,4-5,Left wheel,Blue,12.0,0,13
18817.0,781.0,TOYOTA,Camry,Sedan,Yes,Petrol,2.5,130000.0,4.0,Automatic,Front,4-5,Left wheel,Blue,12.0,0,11
392.0,690.0,LEXUS,RX 450,Jeep,Yes,Hybrid,3.5,27038.0,6.0,Automatic,4x4,4-5,Left wheel,White,12.0,0,7
1254.0,891.0,LEXUS,RC F,Coupe,Yes,Petrol,2.0,49222.0,4.0,Automatic,Rear,2-3,Left wheel,Black,12.0,0,7
24625.0,640.0,SSANGYONG,REXTON,Jeep,Yes,Diesel,2.0,167333.0,4.0,Automatic,Front,4-5,Left wheel,Black,4.0,0,10
34811.0,690.0,LEXUS,RX 450,Jeep,Yes,Hybrid,3.5,0.0,6.0,Automatic,Front,4-5,Left wheel,Grey,12.0,0,7
39603.0,891.0,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.0,120000.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4.0,0,7
20385.0,0.0,FORD,Escape,Jeep,Yes,Hybrid,2.5,272000.0,4.0,Automatic,Front,4-5,Left wheel,White,6.0,0,14
11917.0,0.0,TOYOTA,Prius,Hatchback,No,Hybrid,1.5,222000.0,4.0,Automatic,Front,4-5,Left wheel,Blue,10.0,0,17
8500.0,0.0,MERCEDES-BENZ,E 240,Sedan,Yes,Petrol,2.4,0.0,6.0,Tiptronic,Rear,4-5,Right-hand drive,Golden,6.0,0,22
45473.0,1058.0,TOYOTA,Highlander,Jeep,No,Hybrid,3.5,68200.0,6.0,Automatic,4x4,4-5,Left wheel,White,10.0,0,11
32744.0,777.0,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,107483.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4.0,0,9
6595.0,790.0,CHEVROLET,Cruze,Sedan,Yes,Petrol,1.6,38413.0,4.0,Automatic,Front,4-5,Left wheel,Black,4.0,0,14
47356.0,0.0,MERCEDES-BENZ,CLS 550,Sedan,Yes,Petrol,3.55,134000.0,8.0,Tiptronic,Rear,4-5,Left wheel,Black,8.0,1,11
15866.0,687.0,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,121263.0,4.0,Automatic,Front,4-5,Left wheel,Black,4.0,0,13
37633.0,0.0,BMW,X3,Jeep,Yes,Petrol,3.0,147000.0,6.0,Tiptronic,4x4,4-5,Left wheel,Grey,10.0,0,11
12231.0,0.0,MERCEDES-BENZ,ML 350,Jeep,Yes,CNG,3.55,321600.0,6.0,Tiptronic,4x4,>5,Left wheel,Black,0.0,0,20
1411.0,1172.0,LEXUS,RX 350,Jeep,Yes,Petrol,3.5,124003.0,6.0,Automatic,4x4,4-5,Left wheel,Red,12.0,0,12
46809.0,971.0,SSANGYONG,REXTON,Jeep,Yes,Diesel,2.2,102066.0,4.0,Automatic,Front,4-5,Left wheel,Black,4.0,0,7
47356.0,1036.0,JEEP,Wrangler,Jeep,Yes,Diesel,2.8,64329.0,4.0,Automatic,Front,4-5,Left wheel,Yellow,4.0,0,8
14113.0,0.0,TOYOTA,Aqua,Hatchback,No,Hybrid,1.5,115000.0,4.0,Automatic,Front,4-5,Right-hand drive,White,4.0,0,11
14897.0,530.0,FORD,Fusion,Sedan,Yes,Petrol,1.6,188800.0,4.0,Automatic,Front,4-5,Left wheel,Carnelian red,10.0,0,10
392.0,1307.0,CHEVROLET,Camaro,Sedan,Yes,Petrol,3.55,168621.0,6.0,Automatic,Rear,4-5,Left wheel,Carnelian red,12.0,0,8
15257.0,707.0,HYUNDAI,Sonata,Sedan,Yes,Petrol,2.0,163374.0,4.0,Automatic,Front,4-5,Left wheel,Grey,4.0,0,12
13485.0,1024.0,TOYOTA,Camry,Sedan,No,Petrol,2.5,110000.0,4.0,Tiptronic,Front,4-5,Left wheel,White,10.0,0,13
7527.0,0.0,MERCEDES-BENZ,A 190,Hatchback,Yes,LPG,1.9,200000.0,4.0,Tiptronic,Front,4-5,Left wheel,Black,4.0,0,22
14113.0,0.0,VOLKSWAGEN,Jetta,Sedan,Yes,Petrol,1.8,112000.0,4.0,Manual,Front,4-5,Left wheel,Black,6.0,1,9
25089.0,639.0,BMW,320 2.0,Sedan,Yes,Petrol,2.0,97970.0,4.0,Tiptronic,Rear,4-5,Left wheel,Black,12.0,1,9
29793.0,0.0,BMW,328 DIZEL,Sedan,Yes,Diesel,2.0,160000.0,4.0,Tiptronic,Rear,4-5,Left wheel,Grey,8.0,1,10
40456.0,765.0,MERCEDES-BENZ,CLA 250,Sedan,Yes,Petrol,2.0,59000.0,4.0,Tiptronic,Front,4-5,Left wheel,White,12.0,1,8
